
SPDR S&P 500 ETF Trust,Last: 499.72,Change:  4.56
"Date: April 22, 2024 at 7:00 PM EDT",Bid: 499.61,Ask: 499.64,Size: 11*11,"Volume: 67,851,330"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri May 03 2024,SPY240503C00493000,11.63,3.45,10.15,10.24,75,0.1696,0.6969,0.0238,243,493.00,SPY240503P00493000,2.91,-2.79,2.9,2.93,967,0.1695,-0.3083,0.0243,604
Fri May 03 2024,SPY240503C00494000,10.8,3.2,9.43,9.51,238,0.1678,0.6736,0.0247,308,494.00,SPY240503P00494000,3.26,-2.83,3.19,3.21,1686,0.1679,-0.332,0.0253,779
Fri May 03 2024,SPY240503C00495000,8.92,1.89,8.75,8.82,737,0.1668,0.6494,0.0256,674,495.00,SPY240503P00495000,3.48,-3.07,3.49,3.52,8764,0.1663,-0.3573,0.0263,20977
Fri May 03 2024,SPY240503C00496000,8.59,2.13,8.08,8.14,1091,0.1654,0.6244,0.0265,607,496.00,SPY240503P00496000,3.84,-3.155,3.83,3.86,1898,0.1649,-0.3832,0.0272,826
Fri May 03 2024,SPY240503C00497000,7.36,1.42,7.45,7.49,1896,0.164,0.5983,0.0272,706,497.00,SPY240503P00497000,4.23,-3.255,4.19,4.22,3767,0.1635,-0.4102,0.028,1566
Fri May 03 2024,SPY240503C00498000,6.73,1.28,6.83,6.87,1893,0.1626,0.5713,0.0279,740,498.00,SPY240503P00498000,4.62,-3.355,4.57,4.61,1712,0.1622,-0.4381,0.0288,1217
Fri May 03 2024,SPY240503C00499000,6.38,1.41,6.24,6.28,1444,0.1613,0.5435,0.0284,679,499.00,SPY240503P00499000,5.01,-3.52,5.01,5.03,2003,0.1614,-0.4667,0.0294,6404
Fri May 03 2024,SPY240503C00500000,5.72,1.195,5.68,5.71,9594,0.16,0.5151,0.0288,7971,500.00,SPY240503P00500000,5.46,-3.615,5.43,5.48,3524,0.1595,-0.4963,0.0298,13284
Fri May 03 2024,SPY240503C00501000,5.16,1.06,5.15,5.18,1747,0.1587,0.4863,0.029,1488,501.00,SPY240503P00501000,5.99,-3.67,5.91,5.95,1161,0.1582,-0.5264,0.0302,5267
Fri May 03 2024,SPY240503C00502000,4.57,0.875,4.64,4.67,1850,0.1574,0.4571,0.0291,1159,502.00,SPY240503P00502000,6.36,-3.92,6.41,6.46,1080,0.1567,-0.5569,0.0304,2258
Fri May 03 2024,SPY240503C00503000,4.14,0.815,4.17,4.2,2446,0.1561,0.4277,0.029,2764,503.00,SPY240503P00503000,6.8,-4.125,6.95,6.99,575,0.1553,-0.5878,0.0304,4274
Fri May 03 2024,SPY240503C00504000,3.64,0.675,3.72,3.75,1063,0.1546,0.3983,0.0288,1414,504.00,SPY240503P00504000,7.64,-3.945,7.51,7.57,280,0.154,-0.6189,0.0303,4199
Fri May 03 2024,SPY240503C00505000,3.33,0.68,3.31,3.33,3880,0.1535,0.369,0.0284,5748,505.00,SPY240503P00505000,7.92,-4.375,8.1,8.17,719,0.1527,-0.65,0.0301,8389
Fri May 03 2024,SPY240503C00506000,2.88,0.535,2.93,2.95,1762,0.1522,0.3401,0.0278,1432,506.00,SPY240503P00506000,8.94,-4.07,8.72,8.81,55,0.1514,-0.6812,0.0296,1533
Fri May 03 2024,SPY240503C00507000,2.55,0.485,2.57,2.59,610,0.1508,0.3117,0.027,1405,507.00,SPY240503P00507000,9.32,-4.485,9.38,9.49,44,0.1501,-0.7118,0.029,1477
Fri May 03 2024,SPY240503C00507500,2.35,0.405,2.4,2.42,436,0.1502,0.2977,0.0266,1099,507.50,SPY240503P00507500,9.94,-4.22,9.72,9.83,10,0.1494,-0.727,0.0287,1355
Fri May 03 2024,SPY240503C00508000,2.2,0.375,2.24,2.26,832,0.1496,0.284,0.0261,1519,508.00,SPY240503P00508000,9.94,-4.645,10.07,10.19,181,0.1486,-0.742,0.0283,2463
Fri May 03 2024,SPY240503C00509000,1.95,0.36,1.95,1.97,1718,0.1484,0.2572,0.0251,1355,509.00,SPY240503P00509000,10.24,-5.12,10.8,10.93,24,0.1475,-0.7714,0.0274,1514
Fri May 03 2024,SPY240503C00510000,1.7,0.31,1.68,1.7,29577,0.1471,0.2315,0.0239,41483,510.00,SPY240503P00510000,11.81,-4.41,11.55,11.69,588,0.1461,-0.8,0.0264,3855
Fri May 03 2024,SPY240503C00511000,1.44,0.24,1.44,1.46,1260,0.1458,0.2074,0.0226,2219,511.00,SPY240503P00511000,10.78,-6.295,12.35,12.51,4,0.1454,-0.8276,0.0252,871
Fri May 03 2024,SPY240503C00512000,1.23,0.19,1.23,1.25,1627,0.1449,0.1844,0.0212,2699,512.00,SPY240503P00512000,12.07,-5.85,13.16,13.32,104,0.1434,-0.854,0.024,2419
Fri May 03 2024,SPY240503C00512500,1.13,0.17,1.13,1.15,414,0.1442,0.1734,0.0204,2128,512.50,SPY240503P00512500,12.25,-6.145,13.58,13.75,7,0.143,-0.8667,0.0234,1087
Fri May 03 2024,SPY240503C00513000,1.06,0.17,1.04,1.06,1404,0.1438,0.1628,0.0197,3863,513.00,SPY240503P00513000,14.18,-4.66,14.02,14.19,29,0.143,-0.8791,0.0227,2380
Fri May 03 2024,SPY240503C00514000,0.86,0.1,0.88,0.89,964,0.1428,0.1429,0.0182,2179,514.00,SPY240503P00514000,14.53,-5.205,14.89,15.07,459,0.1414,-0.9028,0.0214,1412
Fri May 03 2024,SPY240503C00515000,0.75,0.1,0.73,0.75,2613,0.142,0.1242,0.0166,4259,515.00,SPY240503P00515000,15.93,-4.75,15.8,15.98,56,0.1405,-0.925,0.0201,3261
Fri May 03 2024,SPY240503C00516000,0.61,0.06,0.61,0.63,975,0.1412,0.108,0.0151,2359,516.00,SPY240503P00516000,16,-5.645,16.72,16.92,17,0.1391,-0.9457,0.0188,1239
Fri May 03 2024,SPY240503C00517000,0.5,0.035,0.51,0.53,908,0.141,0.0932,0.0136,2105,517.00,SPY240503P00517000,17.9,-4.715,17.67,17.86,19,0.1348,-0.9647,0.0175,1147
Fri May 03 2024,SPY240503C00517500,0.48,0.05,0.47,0.48,389,0.1408,0.0863,0.0129,2507,517.50,SPY240503P00517500,17.22,-5.895,18.15,18.35,5,0,-0.973,0.0167,802
Fri May 03 2024,SPY240503C00518000,0.42,0.025,0.42,0.44,2339,0.1405,0.0798,0.0121,13234,518.00,SPY240503P00518000,17.48,-6.135,18.51,18.96,79,0,-0.9801,0.0144,714
Fri May 03 2024,SPY240503C00519000,0.37,0.035,0.35,0.37,2140,0.1404,0.0686,0.0108,3501,519.00,SPY240503P00519000,22.32,-2.28,19.51,19.95,5,0,-0.9907,0.0086,811
Fri May 03 2024,SPY240503C00520000,0.29,0.005,0.29,0.31,12679,0.1404,0.0588,0.0096,25193,520.00,SPY240503P00520000,19.75,-5.835,20.51,20.95,13,0,-0.997,0.0027,150
Fri May 03 2024,SPY240503C00521000,0.23,-0.01,0.24,0.26,237,0.1405,0.0503,0.0085,2927,521.00,SPY240503P00521000,20.14,-6.445,21.51,21.95,180,0,-1,0,97
Fri May 03 2024,SPY240503C00522000,0.2,-0.005,0.2,0.22,725,0.1409,0.0432,0.0075,2401,522.00,SPY240503P00522000,22.4,-5.18,22.51,22.95,36,0,-1,0,14
Fri May 03 2024,SPY240503C00522500,0.19,0.005,0.18,0.2,1097,0.1408,0.04,0.007,3565,522.50,SPY240503P00522500,21,0,23.01,23.45,0,0,-1,0,0
Fri May 03 2024,SPY240503C00523000,0.17,-0.005,0.17,0.18,156,0.1413,0.037,0.0066,2231,523.00,SPY240503P00523000,28.45,0,23.51,23.95,0,0,-1,0,5
Fri May 03 2024,SPY240503C00524000,0.14,-0.005,0.14,0.15,119,0.1416,0.0319,0.0058,1488,524.00,SPY240503P00524000,23.4,-6.185,24.51,24.95,80,0,-1,0,23
Fri May 03 2024,SPY240503C00525000,0.12,-0.005,0.12,0.13,5629,0.1427,0.0278,0.0051,7323,525.00,SPY240503P00525000,25.91,-4.665,25.51,25.95,387,0,-1,0,67
Fri May 03 2024,SPY240503C00526000,0.14,0.03,0.1,0.11,158,0.1435,0.024,0.0045,2401,526.00,SPY240503P00526000,28.93,0,26.51,26.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00527000,0.11,0.015,0.08,0.1,149,0.1447,0.021,0.004,2210,527.00,SPY240503P00527000,32.28,0,27.51,27.95,0,0,-1,0,2
Fri May 03 2024,SPY240503C00527500,0.1,0.015,0.08,0.09,1,0.1457,0.0197,0.0037,1746,527.50,SPY240503P00527500,26.07,0,28.01,28.45,0,0,-1,0,0
Fri May 03 2024,SPY240503C00528000,0.11,0.025,0.07,0.08,88,0.1453,0.0184,0.0035,1904,528.00,SPY240503P00528000,26.82,0,28.51,28.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00529000,0.1,0.025,0.06,0.08,83,0.1482,0.0163,0.0031,3692,529.00,SPY240503P00529000,24.48,0,29.51,29.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00530000,0.07,0.005,0.06,0.07,526,0.1509,0.0145,0.0028,13314,530.00,SPY240503P00530000,29.13,-6.455,30.51,30.95,12,0,-1,0,5
Fri May 03 2024,SPY240503C00531000,0.08,0.015,0.05,0.06,80,0.1516,0.0129,0.0025,1868,531.00,SPY240503P00531000,30.51,0,31.51,31.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00532000,0.07,0.015,0.04,0.05,91,0.152,0.0115,0.0022,6510,532.00,SPY240503P00532000,30.82,0,32.51,32.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00533000,0.05,0.005,0.04,0.05,101,0.156,0.0103,0.002,4508,533.00,SPY240503P00533000,20.24,0,33.51,33.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00534000,0.07,0.025,0.04,0.05,38,0.1599,0.0093,0.0018,1759,534.00,SPY240503P00534000,20.82,0,34.51,34.95,0,0,-1,0,1
Fri May 03 2024,SPY240503C00535000,0.03,-0.005,0.03,0.04,154,0.1591,0.0084,0.0016,7711,535.00,SPY240503P00535000,34.18,0,35.51,35.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00536000,0.05,0.015,0.03,0.04,28,0.163,0.0077,0.0015,871,536.00,SPY240503P00536000,35.51,0,36.51,36.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00537000,0.03,-0.005,0.03,0.04,36,0.1669,0.007,0.0014,5949,537.00,SPY240503P00537000,36.01,0,37.51,37.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00538000,0.04,0.015,0.03,0.04,22,0.1707,0.0064,0.0012,3369,538.00,SPY240503P00538000,23.77,0,38.51,38.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00539000,0.04,0.015,0.02,0.03,88,0.1681,0.006,0.0011,1128,539.00,SPY240503P00539000,37.89,0,39.51,39.96,0,0,-1,0,0
Fri May 03 2024,SPY240503C00540000,0.04,0.015,0.02,0.03,65,0.1718,0.0055,0.001,5803,540.00,SPY240503P00540000,34.49,0,40.51,40.96,0,0,-1,0,0
Fri May 03 2024,SPY240503C00545000,0.03,0.005,0.02,0.03,163,0.1901,0.004,0.0007,1331,545.00,SPY240503P00545000,43.64,-6.945,45.51,45.96,1,0,-1,0,0
Fri May 03 2024,SPY240503C00550000,0.02,0.005,0.02,0.03,104,0.208,0.0032,0.0006,4272,550.00,SPY240503P00550000,52.62,-2.975,50.51,50.95,1,0,-1,0,1
Fri May 03 2024,SPY240503C00555000,0.02,0.01,0.01,0.02,4,0.2145,0.0027,0.0004,1201,555.00,SPY240503P00555000,55.07,0,55.51,55.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00560000,0.01,0.005,0.01,0.02,2788,0.2312,0.0023,0.0004,490,560.00,SPY240503P00560000,40,0,60.51,60.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00565000,0.01,0.005,0.01,0.02,36,0.2475,0.002,0.0003,804,565.00,SPY240503P00565000,51.14,0,65.51,65.96,0,0,-1,0,0
Fri May 03 2024,SPY240503C00570000,0.01,0.005,0,0.01,6,0.2401,0.0017,0.0002,732,570.00,SPY240503P00570000,0,0,70.5,70.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00575000,0.01,0,0,0.01,0,0.2548,0.0015,0.0002,298,575.00,SPY240503P00575000,0,0,75.5,75.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00580000,0.01,0,0,0.01,0,0.2693,0.0013,0.0002,179,580.00,SPY240503P00580000,0,0,80.5,80.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00585000,0.02,0,0,0.01,0,0.2836,0.0012,0.0001,49,585.00,SPY240503P00585000,68.31,0,85.5,85.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00590000,0.01,0,0,0.01,0,0.2978,0.001,0.0001,177,590.00,SPY240503P00590000,67.14,0,90.5,90.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00595000,0.02,0,0,0.01,0,0.3117,0.0009,0.0001,65,595.00,SPY240503P00595000,0,0,95.5,95.95,0,0,-1,0,0
Fri May 03 2024,SPY240503C00600000,0.01,0,0,0.01,0,0.3255,0.0008,0.0001,204,600.00,SPY240503P00600000,96.5,0,100.5,100.95,0,0,-1,0,0
Mon May 06 2024,SPY240506C00450000,0,0,50.25,50.63,0,0.2484,0.9821,0.0018,0,450.00,SPY240506P00450000,0.16,0.16,0.16,0.17,550,0.2611,-0.0185,0.0018,0
Mon May 06 2024,SPY240506C00460000,0,0,40.35,40.73,0,0.2204,0.9715,0.0029,0,460.00,SPY240506P00460000,0.24,0.24,0.24,0.26,30,0.2289,-0.0292,0.003,0
Mon May 06 2024,SPY240506C00470000,0,0,30.57,30.94,0,0.1958,0.9475,0.0055,0,470.00,SPY240506P00470000,0.44,0.44,0.43,0.45,181,0.1998,-0.0535,0.0056,0
Mon May 06 2024,SPY240506C00480000,0,0,21.23,21.4,0,0.1765,0.8872,0.011,0,480.00,SPY240506P00480000,0.97,0.97,0.96,0.99,503,0.1779,-0.1144,0.0112,0
Mon May 06 2024,SPY240506C00488000,15.85,15.85,14.3,14.43,17,0.164,0.7862,0.0181,0,488.00,SPY240506P00488000,1.99,1.99,1.99,2.03,124,0.1649,-0.2169,0.0184,0
Mon May 06 2024,SPY240506C00489000,12.4,12.4,13.49,13.62,1,0.1628,0.7692,0.019,0,489.00,SPY240506P00489000,2.18,2.18,2.18,2.22,192,0.1634,-0.2342,0.0194,0
Mon May 06 2024,SPY240506C00490000,11.25,11.25,12.71,12.83,20,0.1617,0.7514,0.02,0,490.00,SPY240506P00490000,2.41,2.41,2.39,2.43,138,0.162,-0.2527,0.0204,0
Mon May 06 2024,SPY240506C00491000,12,12,11.94,12.05,5,0.16,0.7321,0.021,0,491.00,SPY240506P00491000,2.4,2.4,2.62,2.65,7,0.1606,-0.2724,0.0214,0
Mon May 06 2024,SPY240506C00492000,0,0,11.19,11.29,0,0.1587,0.712,0.0219,0,492.00,SPY240506P00492000,2.71,2.71,2.87,2.91,129,0.1593,-0.2932,0.0224,0
Mon May 06 2024,SPY240506C00493000,9.31,9.31,10.46,10.55,3,0.1573,0.6908,0.0228,0,493.00,SPY240506P00493000,2.99,2.99,3.13,3.17,78,0.1578,-0.3144,0.0234,0
Mon May 06 2024,SPY240506C00494000,11.41,11.41,9.75,9.84,8,0.1565,0.6687,0.0237,0,494.00,SPY240506P00494000,3.41,3.41,3.42,3.46,93,0.1566,-0.3372,0.0243,0
Mon May 06 2024,SPY240506C00495000,9.62,9.62,9.07,9.14,37,0.1552,0.6456,0.0245,0,495.00,SPY240506P00495000,3.78,3.78,3.73,3.78,399,0.1552,-0.361,0.0252,0
Mon May 06 2024,SPY240506C00496000,8.6,8.6,8.4,8.47,171,0.1539,0.6215,0.0253,0,496.00,SPY240506P00496000,4.03,4.03,4.07,4.11,199,0.1536,-0.3863,0.026,0
Mon May 06 2024,SPY240506C00497000,8.08,8.08,7.76,7.82,217,0.1526,0.5966,0.026,0,497.00,SPY240506P00497000,4.42,4.42,4.43,4.47,303,0.1523,-0.4121,0.0268,0
Mon May 06 2024,SPY240506C00498000,7.14,7.14,7.14,7.2,252,0.1514,0.5708,0.0265,0,498.00,SPY240506P00498000,4.88,4.88,4.81,4.86,454,0.1511,-0.4387,0.0274,0
Mon May 06 2024,SPY240506C00499000,6.75,6.75,6.55,6.6,336,0.15,0.5444,0.027,0,499.00,SPY240506P00499000,5.31,5.31,5.23,5.27,82,0.1498,-0.4662,0.028,0
Mon May 06 2024,SPY240506C00500000,5.99,5.99,5.99,6.04,491,0.1487,0.5175,0.0274,0,500.00,SPY240506P00500000,5.69,5.69,5.67,5.72,180,0.1484,-0.4943,0.0285,0
Mon May 06 2024,SPY240506C00501000,5.42,5.42,5.45,5.5,985,0.1475,0.49,0.0276,0,501.00,SPY240506P00501000,6.18,6.18,6.14,6.19,113,0.1472,-0.523,0.0288,0
Mon May 06 2024,SPY240506C00502000,4.88,4.88,4.94,4.99,223,0.1463,0.4622,0.0278,0,502.00,SPY240506P00502000,6.49,6.49,6.63,6.69,408,0.1459,-0.5521,0.0291,0
Mon May 06 2024,SPY240506C00503000,4.4,4.4,4.46,4.5,71,0.1451,0.4342,0.0277,0,503.00,SPY240506P00503000,6.25,6.25,7.16,7.22,145,0.1446,-0.5817,0.0292,0
Mon May 06 2024,SPY240506C00504000,4.35,4.35,4.02,4.05,220,0.144,0.4061,0.0276,0,504.00,SPY240506P00504000,6.1,6.1,7.72,7.78,217,0.1434,-0.6115,0.0291,0
Mon May 06 2024,SPY240506C00505000,3.63,3.63,3.58,3.62,333,0.1427,0.378,0.0272,0,505.00,SPY240506P00505000,7.31,7.31,8.3,8.38,60,0.142,-0.6411,0.0289,0
Mon May 06 2024,SPY240506C00506000,3.88,3.88,3.18,3.23,816,0.1416,0.3503,0.0268,0,506.00,SPY240506P00506000,8.53,8.53,8.91,9.01,5,0.1408,-0.671,0.0286,0
Mon May 06 2024,SPY240506C00507000,2.74,2.74,2.82,2.86,285,0.1403,0.3229,0.0261,0,507.00,SPY240506P00507000,8.2,8.2,9.56,9.67,34,0.1398,-0.701,0.0281,0
Mon May 06 2024,SPY240506C00508000,2.42,2.42,2.48,2.52,609,0.1393,0.2961,0.0254,0,508.00,SPY240506P00508000,8.94,8.94,10.24,10.36,33,0.1386,-0.7302,0.0275,0
Mon May 06 2024,SPY240506C00510000,1.91,1.91,1.89,1.93,697,0.137,0.2449,0.0234,0,510.00,SPY240506P00510000,11.8,11.8,11.69,11.83,19,0.1361,-0.7868,0.0259,0
Mon May 06 2024,SPY240506C00520000,0.36,0.36,0.36,0.38,348,0.1298,0.0681,0.0103,0,520.00,SPY240506P00520000,18.89,18.89,20.51,20.96,10,0,-0.9934,0.0058,0
Mon May 06 2024,SPY240506C00530000,0.07,0.07,0.07,0.08,203,0.1361,0.0165,0.0031,0,530.00,SPY240506P00530000,0,0,30.51,30.96,0,0,-1,0,0
Mon May 06 2024,SPY240506C00540000,0.04,0.04,0.03,0.04,34,0.1578,0.007,0.0013,0,540.00,SPY240506P00540000,0,0,40.51,40.96,0,0,-1,0,0
Mon May 06 2024,SPY240506C00550000,0.02,0.02,0.01,0.02,1,0.1749,0.0042,0.0007,0,550.00,SPY240506P00550000,0,0,50.51,50.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00325000,173.69,3.125,175.13,175.53,2,0,0.9996,0.0001,21,325.00,SPY240510P00325000,0.02,-0.025,0.01,0.02,444,0.632,-0.0012,0.0001,3233
Fri May 10 2024,SPY240510C00330000,169.06,3.47,170.15,170.55,2,0,0.9995,0.0001,6,330.00,SPY240510P00330000,0.02,-0.025,0.01,0.03,2063,0.6257,-0.0014,0.0001,813
Fri May 10 2024,SPY240510C00335000,181.3,0,165.16,165.57,0,0,0.9993,0.0001,1,335.00,SPY240510P00335000,0.02,-0.035,0.02,0.03,227,0.6164,-0.0015,0.0001,454
Fri May 10 2024,SPY240510C00340000,0,0,160.19,160.58,0,0,0.9992,0.0001,0,340.00,SPY240510P00340000,0.05,0,0.02,0.03,0,0.5953,-0.0017,0.0001,122
Fri May 10 2024,SPY240510C00345000,0,0,155.21,155.6,0,0,0.999,0.0001,0,345.00,SPY240510P00345000,0.03,-0.035,0.02,0.03,241,0.5744,-0.0018,0.0001,22
Fri May 10 2024,SPY240510C00350000,150.88,0,150.23,150.62,0,0,0.9988,0.0001,53,350.00,SPY240510P00350000,0.03,-0.045,0.02,0.04,2829,0.5629,-0.002,0.0001,134
Fri May 10 2024,SPY240510C00355000,169.86,0,145.25,145.64,0,0,0.9986,0.0001,52,355.00,SPY240510P00355000,0.05,-0.025,0.03,0.04,2,0.55,-0.0022,0.0001,104
Fri May 10 2024,SPY240510C00360000,0,0,140.27,140.66,0,0,0.9984,0.0001,0,360.00,SPY240510P00360000,0.05,-0.035,0.03,0.04,22,0.5294,-0.0025,0.0001,138
Fri May 10 2024,SPY240510C00365000,0,0,135.29,135.68,0,0,0.9981,0.0001,0,365.00,SPY240510P00365000,0.04,-0.055,0.03,0.05,6,0.5155,-0.0028,0.0001,27
Fri May 10 2024,SPY240510C00370000,0,0,130.31,130.7,0,0,0.9978,0.0002,0,370.00,SPY240510P00370000,0.06,-0.045,0.04,0.05,1,0.5009,-0.0031,0.0002,37
Fri May 10 2024,SPY240510C00375000,0,0,125.33,125.72,0,0,0.9974,0.0002,0,375.00,SPY240510P00375000,0.04,-0.075,0.04,0.06,8,0.4856,-0.0034,0.0002,16
Fri May 10 2024,SPY240510C00380000,0,0,120.36,120.74,0,0,0.997,0.0002,0,380.00,SPY240510P00380000,0.13,0,0.05,0.06,0,0.4698,-0.0038,0.0002,842
Fri May 10 2024,SPY240510C00385000,0,0,115.37,115.76,0,0,0.9966,0.0002,0,385.00,SPY240510P00385000,0.13,0,0.06,0.07,0,0.4575,-0.0043,0.0002,2099
Fri May 10 2024,SPY240510C00390000,0,0,110.4,110.79,0,0,0.996,0.0003,0,390.00,SPY240510P00390000,0.09,-0.065,0.07,0.08,1,0.444,-0.0048,0.0003,30
Fri May 10 2024,SPY240510C00395000,0,0,105.42,105.81,0,0,0.9954,0.0003,0,395.00,SPY240510P00395000,0.09,-0.075,0.07,0.08,86,0.4235,-0.0054,0.0003,26
Fri May 10 2024,SPY240510C00400000,122.05,0,100.44,100.83,0,0.3244,0.9948,0.0004,1,400.00,SPY240510P00400000,0.08,-0.105,0.08,0.09,794,0.409,-0.0061,0.0004,105
Fri May 10 2024,SPY240510C00405000,97.44,0,95.47,95.86,0,0.3426,0.994,0.0004,10,405.00,SPY240510P00405000,0.21,0,0.09,0.1,0,0.3938,-0.0069,0.0004,227
Fri May 10 2024,SPY240510C00410000,0,0,90.5,90.88,0,0.3379,0.993,0.0005,0,410.00,SPY240510P00410000,0.1,-0.125,0.1,0.11,11,0.3779,-0.0078,0.0005,1814
Fri May 10 2024,SPY240510C00415000,0,0,85.53,85.91,0,0.3326,0.992,0.0006,0,415.00,SPY240510P00415000,0.11,-0.14,0.11,0.12,36,0.3614,-0.0089,0.0006,76
Fri May 10 2024,SPY240510C00420000,0,0,80.55,80.94,0,0.3209,0.9907,0.0007,0,420.00,SPY240510P00420000,0.12,-0.165,0.12,0.13,325,0.3445,-0.0102,0.0007,1030
Fri May 10 2024,SPY240510C00425000,71.88,0,75.59,75.97,0,0.312,0.9892,0.0008,4,425.00,SPY240510P00425000,0.16,-0.155,0.13,0.15,10,0.3289,-0.0117,0.0008,17252
Fri May 10 2024,SPY240510C00430000,0,0,70.62,71,0,0.2989,0.9874,0.001,0,430.00,SPY240510P00430000,0.16,-0.195,0.15,0.16,33,0.3126,-0.0135,0.001,220
Fri May 10 2024,SPY240510C00435000,60.94,0,65.66,66.04,0,0.2873,0.9852,0.0012,3,435.00,SPY240510P00435000,0.17,-0.235,0.17,0.19,172,0.298,-0.0157,0.0012,180
Fri May 10 2024,SPY240510C00440000,59.15,0,60.7,61.08,0,0.2739,0.9824,0.0014,51,440.00,SPY240510P00440000,0.21,-0.26,0.2,0.21,243,0.2821,-0.0185,0.0014,724
Fri May 10 2024,SPY240510C00445000,54.44,0,55.74,56.13,0,0.2599,0.9789,0.0018,7,445.00,SPY240510P00445000,0.21,-0.345,0.23,0.25,11,0.2673,-0.022,0.0018,625
Fri May 10 2024,SPY240510C00450000,48.85,2.235,50.81,51.18,4,0.247,0.9743,0.0022,6,450.00,SPY240510P00450000,0.27,-0.4,0.27,0.29,189,0.2519,-0.0267,0.0022,1779
Fri May 10 2024,SPY240510C00455000,43.75,0,45.88,46.26,0,0.2341,0.9679,0.0028,13,455.00,SPY240510P00455000,0.34,-0.49,0.33,0.35,175,0.2377,-0.0331,0.0028,779
Fri May 10 2024,SPY240510C00460000,41.58,4.565,40.98,41.36,2,0.2217,0.9589,0.0036,11,460.00,SPY240510P00460000,0.42,-0.62,0.41,0.43,118,0.2237,-0.0421,0.0036,1150
Fri May 10 2024,SPY240510C00465000,32.8,0,36.23,36.41,0,0.2108,0.946,0.0047,53,465.00,SPY240510P00465000,0.55,-0.79,0.54,0.55,891,0.2112,-0.0553,0.0048,1243
Fri May 10 2024,SPY240510C00470000,28.25,0,31.42,31.61,0,0.1992,0.927,0.0063,51,470.00,SPY240510P00470000,0.72,-1.04,0.72,0.74,3859,0.1995,-0.0744,0.0064,2502
Fri May 10 2024,SPY240510C00475000,27.16,3.79,26.73,26.91,125,0.1895,0.8996,0.0084,60,475.00,SPY240510P00475000,0.97,-1.365,1.01,1.03,1697,0.1895,-0.1023,0.0085,4084
Fri May 10 2024,SPY240510C00480000,23.8,4.62,22.18,22.35,19,0.1801,0.8602,0.0111,51,480.00,SPY240510P00480000,1.45,-1.685,1.44,1.47,9455,0.1801,-0.1424,0.0113,3926
Fri May 10 2024,SPY240510C00481000,0,0,21.29,21.46,0,0.1785,0.8505,0.0118,0,481.00,SPY240510P00481000,1.52,1.52,1.55,1.58,116,0.1785,-0.1521,0.012,0
Fri May 10 2024,SPY240510C00482000,0,0,20.42,20.58,0,0.1768,0.8402,0.0124,0,482.00,SPY240510P00482000,1.65,1.65,1.67,1.7,44,0.1768,-0.1625,0.0126,0
Fri May 10 2024,SPY240510C00483000,0,0,19.55,19.71,0,0.1753,0.8293,0.0131,0,483.00,SPY240510P00483000,1.73,1.73,1.8,1.83,285,0.1751,-0.174,0.0133,0
Fri May 10 2024,SPY240510C00484000,0,0,18.7,18.85,0,0.1736,0.8176,0.0137,0,484.00,SPY240510P00484000,1.96,1.96,1.94,1.97,135,0.1733,-0.1859,0.014,0
Fri May 10 2024,SPY240510C00485000,18.1,2.855,17.87,18,43,0.1722,0.8052,0.0144,181,485.00,SPY240510P00485000,2.11,-2.1,2.1,2.13,682,0.1718,-0.1984,0.0147,5834
Fri May 10 2024,SPY240510C00486000,19.48,19.48,17.03,17.17,6,0.1708,0.7921,0.0152,0,486.00,SPY240510P00486000,2.13,2.13,2.27,2.29,46,0.1701,-0.2124,0.0155,0
Fri May 10 2024,SPY240510C00487000,18.61,18.61,16.21,16.34,6,0.1695,0.7782,0.0159,0,487.00,SPY240510P00487000,2.46,2.46,2.45,2.48,119,0.1689,-0.2263,0.0162,0
Fri May 10 2024,SPY240510C00488000,15.35,2.27,15.41,15.53,4,0.1676,0.7634,0.0166,5,488.00,SPY240510P00488000,2.64,-2.385,2.64,2.67,466,0.1675,-0.2414,0.017,668
Fri May 10 2024,SPY240510C00489000,13.72,1.37,14.62,14.74,12,0.1662,0.7479,0.0173,26,489.00,SPY240510P00489000,2.81,-2.52,2.85,2.88,471,0.1659,-0.2573,0.0178,925
